Student ID,Name,Age,Gender,10th Grade %,12th Grade %,School Board,Stream in 12th,Favorite Subject,Favorite Subject Marks,Top Scored Subject,Top Subject Marks,Hobby,Problem Solving Skill,Communication Skill,Leadership Skill,Creative Thinking,Analytical Ability,Social Behavior,Preferred Career Paths,Long Term Goal,Recommended Career,Alternative Career Options
STU0096,Thomas Atkins,19,Other,92.23,92.79,ICSE,Science PCB,Chemistry,93.62,Chemistry,88.02,Reading,Good,Good,Excellent,Average,Excellent,Ambivert,Forensic Scientist,Private Job,Forensic Scientist,"Electrical Engineering, Lawyer (Corporate, Criminal, Civil Law)"
STU0097,Angel Wallace,20,Female,81.68,72.94,State Board,Science PCB,Biology,70.8,Chemistry,97.07,Storytelling,Good,Excellent,Good,Poor,Good,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Company Secretary (CS), Financial Analyst"
STU0098,Charles Ortiz,19,Female,77.87,80.2,ICSE,Science PCM,Physics,79.45,Physics,75.92,Tech Exploration,Excellent,Poor,Good,Good,Excellent,Extrovert,Electrical Engineering,Private Job,Electrical Engineering,"Stock Broker, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU0099,John Gross,24,Other,79.37,70.53,State Board,Arts,English Literature,86.09,English Literature,79.08,Editing Essays,Good,Excellent,Poor,Excellent,Poor,Ambivert,Content Writer/Editor,Private Job,Content Writer/Editor,"B.Sc. in Physics, Chemistry, Mathematics, Bachelor of Architecture (B.Arch)"
STU0100,Seth Wright,20,Male,89.16,95.7,State Board,Commerce,Mathematics,82.9,Mathematics,76.39,Playing Strategy Games,Excellent,Poor,Average,Excellent,Excellent,Introvert,Investment Banker,Private Job,Investment Banker,"Pilot Training (Commercial Pilot License – CPL), Financial Analyst"
STU0101,Stacy Cox,20,Other,82.72,90.99,ICSE,Science PCB,Chemistry,82.79,Biology,84.37,Tech Exploration,Excellent,Average,Excellent,Good,Excellent,Introvert,Biotechnologist,Higher Studies,Biotechnologist,"Pilot Training (Commercial Pilot License – CPL), Economist"
STU0102,Brandon Cole,22,Other,78.02,89.98,State Board,Commerce,Economics,96.53,Mathematics,98.68,Budget Planning,Excellent,Excellent,Average,Average,Excellent,Introvert,Financial Analyst,Private Job,Financial Analyst,"Biomedical Engineering, Social Worker/NGO Manager"
STU0103,Richard Mora,24,Other,86.76,86.58,State Board,Science PCB,Biology,79.66,Chemistry,91.46,Cooking,Good,Good,Average,Good,Excellent,Ambivert,Food Technologist,Private Job,Food Technologist,"Public Relations Officer, Stock Broker"
STU0104,Pedro Moore,19,Female,81.67,75.47,ICSE,Science PCB,Chemistry,83.72,Biology,84.49,Reading,Excellent,Good,Excellent,Poor,Average,Extrovert,Veterinarian,Private Job,Veterinarian,"B.Sc. in Physics, Chemistry, Mathematics, Mechanical Engineering"
STU0105,Jamie Gaines,22,Female,84.64,84.58,CBSE,Science PCB,Biology,90.32,Chemistry,95.39,DIY Projects,Excellent,Excellent,Poor,Good,Average,Introvert,Dentist,Private Job,Dentist,"Teacher (Biology/Science), Chartered Accountant (CA)"
STU0106,Brian Bonilla,23,Other,93.68,90.73,ICSE,Science PCM,Physics,85.79,Mathematics,95.43,DIY Projects,Excellent,Good,Average,Good,Excellent,Ambivert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Lawyer (Corporate, Criminal, Civil Law), Physiotherapist"
STU0107,Carrie Sherman,22,Female,94.12,89.43,ICSE,Science PCM,Physics,76.85,Mathematics,95.23,Watching Documentaries,Excellent,Excellent,Poor,Good,Excellent,Extrovert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Homeopath/Ayurvedic Practitioner, Civil Engineering"
STU0108,David Jones,21,Female,76.07,77.4,CBSE,Science PCM,Mathematics,73.44,Mathematics,91.43,Drawing,Excellent,Poor,Excellent,Excellent,Excellent,Ambivert,Bachelor of Architecture (B.Arch),Private Job,Bachelor of Architecture (B.Arch),"Tax Consultant, Food Technologist"
STU0109,Lori Watson,22,Other,77.69,76.85,CBSE,Science PCB,Chemistry,92.9,Biology,86.43,Writing,Good,Excellent,Excellent,Poor,Good,Ambivert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Physiotherapist, Content Writer/Editor"
STU0110,Jacqueline Williams,24,Male,83.74,65.35,State Board,Commerce,Economics,85.18,Business Studies,95.72,Mentoring Younger Students,Good,Excellent,Good,Average,Poor,Ambivert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Tourism & Hospitality Professional (Travel Agent, Event Planner), Social Worker/NGO Manager"
STU0111,Dana Thomas,19,Other,84.69,97.71,ICSE,Science PCB,Chemistry,72.22,Biology,75.51,DIY Projects,Excellent,Excellent,Good,Good,Excellent,Introvert,Biotechnologist,Higher Studies,Biotechnologist,"Nurse, Journalist/Reporter"
STU0112,Jason Aguilar,18,Other,82.48,91.34,State Board,Science PCM,Physics,81.2,Mathematics,86.32,Playing Sports,Excellent,Excellent,Good,Good,Excellent,Ambivert,Mechanical Engineering,Higher Studies,Mechanical Engineering,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT), Electrical Engineering"
STU0113,Daniel Palmer,20,Other,84.0,90.32,CBSE,Arts,Political Science,93.28,History,90.5,Reading Novels,Good,Excellent,Excellent,Poor,Average,Introvert,"Civil Services Officer (IAS, IPS, IFS)",Government Job,"Civil Services Officer (IAS, IPS, IFS)","Teacher/Professor (School or College level), Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU0114,Evelyn Gardner,19,Female,60.47,67.86,State Board,Arts,Political Science,75.2,Political Science,97.49,Volunteering in Community,Good,Excellent,Average,Average,Average,Ambivert,Social Worker/NGO Manager,Social Impact,Social Worker/NGO Manager,"Entrepreneur/Business Owner, Food Technologist"
STU0115,Teresa Singh,21,Other,70.06,75.01,State Board,Arts,Political Science,92.13,Political Science,83.3,Writing Essays,Good,Excellent,Good,Poor,Excellent,Extrovert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Psychologist/Counselor, Bachelor of Architecture (B.Arch)"
STU0116,Yvette Rivera,23,Female,73.3,74.26,CBSE,Commerce,Accountancy,99.97,Economics,93.35,Organizing Files,Good,Average,Good,Poor,Excellent,Extrovert,Tax Consultant,Private Job,Tax Consultant,"Biomedical Engineering, Environmental Scientist"
STU0117,Molly Holland,20,Female,75.43,89.24,CBSE,Commerce,Economics,83.69,Mathematics,87.5,Reading Finance News,Excellent,Average,Good,Poor,Excellent,Ambivert,Financial Analyst,Private Job,Financial Analyst,"Bachelor of Architecture (B.Arch), Teacher (Commerce/Economics)"
STU0118,Kevin Holt,24,Other,78.48,73.67,CBSE,Arts,English Literature,92.89,English Literature,92.98,Writing Short Stories,Average,Excellent,Average,Excellent,Average,Ambivert,Content Writer/Editor,Private Job,Content Writer/Editor,"Veterinarian, Electronics & Communication Engineering"
STU0119,Robert Bowen,22,Female,68.3,74.96,ICSE,Commerce,Business Studies,89.78,Economics,94.32,Reading Educational Books,Good,Excellent,Good,Excellent,Good,Ambivert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Robotics Engineering, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU0120,Denise Perez,25,Female,83.07,66.15,State Board,Arts,History,86.17,History,95.94,Reading Psychology Books,Good,Excellent,Excellent,Good,Excellent,Extrovert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Journalist/Reporter, Chartered Accountant (CA)"
STU0121,Mr. Matthew Cruz DDS,20,Female,78.17,77.81,CBSE,Science PCB,Biology,87.07,Chemistry,73.8,Reading,Good,Excellent,Excellent,Good,Excellent,Extrovert,Food Technologist,Private Job,Food Technologist,"Social Worker/NGO Manager, Psychologist/Counselor"
STU0122,Lisa Johnson,20,Female,73.37,82.05,State Board,Arts,Political Science,88.54,Political Science,91.44,Photography,Good,Excellent,Poor,Excellent,Average,Introvert,Journalist/Reporter,Private Job,Journalist/Reporter,"Mechanical Engineering, Dentist"
STU0123,Meghan Ryan,18,Female,85.23,91.35,CBSE,Science PCB,Chemistry,88.3,Biology,70.01,Reading,Excellent,Excellent,Good,Good,Poor,Introvert,Doctor,Higher Studies,Doctor,"Journalist/Reporter, Civil Engineering"
STU0124,Megan Nicholson,20,Female,90.3,64.57,ICSE,Science PCM,History,79.61,Mathematics,99.28,Playing Sports,Average,Average,Poor,Average,Excellent,Introvert,Insurance Advisor,Own Business,Insurance Advisor,"Bank Manager/Officer, Pilot Training (Commercial Pilot License – CPL)"
STU0125,Pamela Santiago,24,Male,60.37,77.43,State Board,Science PCM,Physics,91.72,Mathematics,93.43,Reading Novels,Poor,Average,Poor,Average,Good,Extrovert,Insurance Advisor,Own Business,Insurance Advisor,"Pharmacist, Pilot Training (Commercial Pilot License – CPL)"
STU0126,Angel Jackson,24,Other,82.59,82.38,State Board,Science PCB,Chemistry,72.46,Biology,71.61,Reading,Good,Excellent,Poor,Average,Excellent,Introvert,Nurse,Government Job,Nurse,"Veterinarian, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU0127,Nicholas Larson,25,Male,66.87,73.93,ICSE,Arts,Geography,98.54,Geography,79.27,Sketching Diagrams,Good,Excellent,Good,Poor,Excellent,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Biomedical Engineering, Civil Services Officer (IAS, IPS, IFS)"
STU0128,Benjamin Rodriguez,20,Other,88.94,76.55,State Board,Science PCM,Mathematics,86.78,Physics,86.71,DIY Projects,Excellent,Excellent,Poor,Good,Excellent,Ambivert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Teacher (Commerce/Economics), Veterinarian"
STU0129,Stephanie Adkins,19,Female,87.43,90.34,CBSE,Science PCB,Biology,83.3,Biology,72.32,DIY Projects,Excellent,Excellent,Poor,Good,Excellent,Introvert,Dentist,Private Job,Dentist,"Robotics Engineering, Teacher (Biology/Science)"
STU0130,Johnny Hunter,21,Male,76.56,87.15,ICSE,Commerce,Business Studies,97.45,Accountancy,79.02,Writing,Good,Excellent,Good,Excellent,Good,Extrovert,Company Secretary (CS),Private Job,Company Secretary (CS),"Content Writer/Editor, Forensic Scientist"
STU0131,Ashley Holmes,19,Male,72.08,78.67,CBSE,Science PCB,Biology,95.11,Biology,91.29,Cooking,Good,Average,Average,Good,Excellent,Introvert,Food Technologist,Private Job,Food Technologist,"Biotechnologist, Cost and Management Accountant (CMA)"
STU0132,Erik Collins,22,Female,92.77,94.78,ICSE,Science PCM,Mathematics,79.21,Mathematics,71.6,Drawing,Excellent,Good,Poor,Excellent,Excellent,Introvert,Bachelor of Architecture (B.Arch),Private Job,Bachelor of Architecture (B.Arch),"Robotics Engineering, Cost and Management Accountant (CMA)"
STU0133,Victor Whitaker,21,Other,97.69,84.23,CBSE,Science PCM,Mathematics,87.47,Mathematics,87.4,Writing,Excellent,Poor,Excellent,Good,Excellent,Introvert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Teacher (Commerce/Economics), Investment Banker"
STU0134,Timothy Woodard,19,Female,89.32,72.65,State Board,Arts,History,70.21,History,85.41,Debating,Good,Excellent,Poor,Poor,Excellent,Introvert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Teacher (Commerce/Economics), Marine Engineering (Merchant Navy)"
STU0135,Megan Thompson,18,Female,71.73,78.94,State Board,Science PCB,Chemistry,92.63,Chemistry,83.75,Storytelling,Good,Excellent,Excellent,Average,Good,Extrovert,Nurse,Government Job,Nurse,"Chartered Accountant (CA), Financial Analyst"
STU0136,Brandi Swanson,20,Male,83.79,80.79,State Board,Science PCM,Mathematics,75.24,Mathematics,94.33,DIY Projects,Excellent,Poor,Good,Excellent,Excellent,Ambivert,Robotics Engineering,Private Job,Robotics Engineering,"Electronics & Communication Engineering, Psychologist/Counselor"
STU0137,Corey Gardner,24,Male,75.25,70.42,State Board,Science PCM,Physics,72.26,Mathematics,89.02,Playing Sports,Excellent,Poor,Excellent,Excellent,Excellent,Extrovert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Physiotherapist, Civil Engineering"
STU0138,Julie Jefferson,23,Female,88.06,77.65,State Board,Commerce,Accountancy,81.92,Accountancy,84.09,Organizing Files,Good,Poor,Average,Average,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Bank Manager/Officer, Aerospace/Aeronautical Engineering"
STU0139,Steven Ryan,24,Other,84.65,84.47,State Board,Science PCM,Physics,85.08,Physics,79.95,Playing Sports,Excellent,Poor,Excellent,Poor,Excellent,Introvert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Dietitian/Nutritionist, Civil Services Officer (IAS, IPS, IFS)"
STU0140,John Dunn,19,Male,95.21,98.71,CBSE,Science PCM,Mathematics,74.27,Physics,94.15,Building Model Planes,Excellent,Excellent,Average,Good,Excellent,Introvert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Teacher (Biology/Science), B.Sc. in Physics, Chemistry, Mathematics"
STU0141,Anna Williams,18,Male,75.82,61.08,ICSE,Arts,Geography,94.08,Geography,78.54,Cooking Dishes,Good,Excellent,Average,Good,Good,Ambivert,"Tourism & Hospitality Professional (Travel Agent, Event Planner)",Private Job,"Tourism & Hospitality Professional (Travel Agent, Event Planner)","Biotechnologist, Food Technologist"
STU0142,Jeffery Harris Jr.,23,Other,65.64,76.71,ICSE,Commerce,Business Studies,97.08,Economics,87.96,Networking,Excellent,Average,Excellent,Excellent,Poor,Ambivert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Investment Banker, Biotechnologist"
STU0143,Calvin Perez,25,Female,74.72,77.19,State Board,Science PCM,Physics,76.57,Physics,76.61,Reading Adventure Books,Excellent,Poor,Average,Good,Excellent,Extrovert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Pharmacist, Company Secretary (CS)"
STU0144,John Barrett,20,Other,83.95,89.04,State Board,Science PCB,Chemistry,88.81,Biology,97.68,Reading,Excellent,Average,Excellent,Good,Excellent,Introvert,Environmental Scientist,Higher Studies,Environmental Scientist,"Pilot Training (Commercial Pilot License – CPL), Civil Services Officer (IAS, IPS, IFS)"
STU0145,Aaron Roberts,18,Other,89.6,93.47,ICSE,Science PCB,Biology,94.54,Biology,94.82,Reading,Excellent,Average,Average,Good,Excellent,Extrovert,Biotechnologist,Higher Studies,Biotechnologist,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT), Financial Analyst"
STU0146,Margaret Hamilton,18,Male,83.64,79.48,CBSE,Science PCB,Biology,76.8,Biology,76.08,Storytelling,Excellent,Good,Average,Good,Average,Extrovert,Veterinarian,Private Job,Veterinarian,"Environmental Scientist, Financial Analyst"
STU0147,Manuel Taylor,18,Female,73.05,88.82,State Board,Science PCB,Biology,75.25,Chemistry,79.89,Traveling,Excellent,Average,Excellent,Good,Excellent,Extrovert,Environmental Scientist,Higher Studies,Environmental Scientist,"Insurance Advisor, Pharmacist"
STU0148,Eileen Jensen,25,Male,88.13,87.5,State Board,Science PCB,Biology,90.78,Biology,76.45,Writing,Good,Excellent,Good,Good,Average,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Environmental Scientist, Nurse"
STU0149,Jacob Deleon,22,Other,92.03,87.09,State Board,Science PCM,Mathematics,98.8,Chemistry,91.93,Building Models,Excellent,Good,Good,Good,Excellent,Introvert,Civil Engineering,Higher Studies,Civil Engineering,"Investment Banker, Civil Services Officer (IAS, IPS, IFS)"
STU0150,Austin Johnson,21,Male,75.26,87.24,State Board,Science PCB,Chemistry,76.64,Chemistry,79.24,Reading,Good,Excellent,Good,Excellent,Excellent,Introvert,Nurse,Government Job,Nurse,"Dentist, Bachelor of Architecture (B.Arch)"
STU0151,Lori Moreno,24,Other,76.41,97.86,CBSE,Science PCM,Physics,70.83,Mathematics,83.62,Tech Exploration,Excellent,Average,Poor,Good,Excellent,Extrovert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Marine Engineering (Merchant Navy), Entrepreneur/Business Owner"
STU0152,Kevin Clark,24,Other,76.84,86.51,ICSE,Science PCB,Chemistry,74.7,Biology,90.23,Storytelling,Good,Excellent,Good,Good,Poor,Extrovert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"B.Sc. in Physics, Chemistry, Mathematics, Pharmacist"
STU0153,Carla Williams,22,Other,88.63,82.18,ICSE,Science PCM,Physics,86.94,Physics,86.03,DIY Projects,Excellent,Excellent,Excellent,Excellent,Excellent,Ambivert,Robotics Engineering,Private Job,Robotics Engineering,"Teacher (Commerce/Economics), Stock Broker"
STU0154,Michael Hill,22,Male,72.4,70.34,CBSE,Science PCB,Chemistry,93.38,Biology,89.47,Reading,Good,Excellent,Good,Good,Average,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Indian Army, Navy, Air Force (NDA, CDS, AFCAT), Biomedical Engineering"
STU0155,James Nguyen,23,Other,85.28,91.78,CBSE,Science PCM,Mathematics,81.97,Physics,76.97,Tech Exploration,Excellent,Excellent,Excellent,Good,Excellent,Ambivert,Electrical Engineering,Private Job,Electrical Engineering,"B.Sc. in Physics, Chemistry, Mathematics, Doctor"
STU0156,Richard Rowe,25,Female,92.04,95.65,CBSE,Science PCB,Chemistry,94.11,Chemistry,84.68,DIY Projects,Excellent,Excellent,Average,Good,Excellent,Ambivert,Biotechnologist,Higher Studies,Biotechnologist,"Teacher (Commerce/Economics), Doctor"
STU0157,Tyler Yang,18,Female,82.01,75.93,State Board,Commerce,Mathematics,79.47,Mathematics,94.66,Playing Number Games,Good,Poor,Average,Poor,Excellent,Extrovert,Stock Broker,Private Job,Stock Broker,"Physiotherapist, Social Worker/NGO Manager"
STU0158,Jeremy Mitchell,20,Male,74.9,52.68,CBSE,Commerce,Mathematics,81.42,Biology,71.17,Sketching,Excellent,Average,Excellent,Good,Excellent,Extrovert,Insurance Advisor,Higher Studies,Insurance Advisor,"Electronics & Communication Engineering, Biotechnologist"
STU0159,Eric Fuller,18,Other,85.66,97.62,State Board,Science PCB,Biology,78.09,Biology,93.53,Reading,Excellent,Excellent,Good,Excellent,Average,Introvert,Doctor,Higher Studies,Doctor,"Teacher (Commerce/Economics), Nurse"
STU0160,Wayne Edwards,25,Female,75.56,70.23,CBSE,Arts,History,83.15,History,98.25,Reading Travel Blogs,Good,Excellent,Average,Good,Good,Extrovert,"Tourism & Hospitality Professional (Travel Agent, Event Planner)",Private Job,"Tourism & Hospitality Professional (Travel Agent, Event Planner)","Homeopath/Ayurvedic Practitioner, Environmental Scientist"
STU0161,Janet Solis,18,Male,76.03,70.71,State Board,Science PCB,Chemistry,92.65,Chemistry,87.56,Reading,Excellent,Excellent,Good,Good,Excellent,Introvert,Environmental Scientist,Higher Studies,Environmental Scientist,"Financial Analyst, Teacher (Commerce/Economics)"
STU0162,Guy Johnson,22,Other,79.66,69.54,CBSE,Arts,History,84.64,History,78.19,Mentoring Younger Students,Good,Excellent,Good,Excellent,Average,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Food Technologist, Cost and Management Accountant (CMA)"
STU0163,Jeremy Taylor,20,Other,70.15,71.1,CBSE,Arts,History,79.29,Political Science,70.98,Storytelling,Good,Excellent,Average,Excellent,Average,Ambivert,Public Relations Officer,Private Job,Public Relations Officer,"B.Sc. in Physics, Chemistry, Mathematics, Electronics & Communication Engineering"
